"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ZNF611",0.181293333333333,7.90613666666667,1.70812563850661,0.115446556821458,0.186990062880577,-6.4318695984195
"ZCCHC12",-0.175763333333332,5.728875,-1.70796886343731,0.115476364037904,0.187022258172662,-6.43210024912426
"ST6GAL1",-0.133099999999999,10.80295,-1.70752256966317,0.11556125437852,0.187143651329755,-6.43275677819235
"LOC401589",-0.18127,6.295855,-1.70697650735931,0.115665197851946,0.18729587622247,-6.43355993771807
"MROH2B",-0.127646666666666,5.29803,-1.70637409915097,0.115779963888027,0.187465598337955,-6.43444579827149
"GVINP1",0.189443333333334,6.11231833333333,1.70620432769682,0.115812325801281,0.187501877773689,-6.43469541970783
"SCARNA4",0.163893333333334,8.18076333333333,1.70606941333742,0.115838049011092,0.187527403736883,-6.43489377910409
"N4BP1",0.13321,8.78036833333333,1.70596386301848,0.115858177142134,0.187543868353671,-6.43504895930402
"UBR4",0.116166666666668,11.89795,1.70589022209532,0.115872222100006,0.187550483931893,-6.43515722295822
"SARDH",-0.143566666666666,7.08335666666667,-1.70563383302369,0.115921133071155,0.187613527563988,-6.43553413365935
"LOC643406",-0.17799,6.82440166666667,-1.70515686176994,0.116012173338732,0.187744739015439,-6.43623522839434
"HSP90AB6P",-0.131676666666666,5.25716166666667,-1.70496208234826,0.116049369591943,0.187788798599076,-6.43652149960124
"CHCHD5",0.120480000000001,8.35161,1.70477607057117,0.116084901483,0.187830157605741,-6.43679486701285
"SLC36A2",-0.119063333333332,6.29565166666667,-1.70463102063169,0.116112615614983,0.187858861136723,-6.43700802383784
"ODF3L2",-0.17461,8.05992833333333,-1.7043018277708,0.116175535186669,0.187944513803962,-6.43749174695056
"DCAF8L1",-0.166466666666667,6.15527,-1.70398474877896,0.116236168236571,0.188026453024786,-6.43795761811755
"KIAA1841",0.250763333333337,7.69190833333333,1.70376460863198,0.11627828091982,0.188070445524684,-6.43828103124613
"RIPOR1",-0.143903333333329,9.87173166666667,-1.70373819181818,0.116283335358126,0.188070445524684,-6.43831983917626
"LMNTD1",0.153846666666666,5.58503,1.70363747192166,0.116302608315914,0.188085464968395,-6.43846779969757
"SLC39A12",-0.122096666666668,5.57610166666667,-1.70329861641554,0.116367469987254,0.188174201918086,-6.43896555099977
"RPS8",0.116366666666671,12.5722166666667,1.70282214793498,0.116458727433875,0.188305603750824,-6.43966534677242
"CHRNA1",0.150539999999999,6.57919666666667,1.70226491811649,0.116565534199508,0.188462123024597,-6.44048361268525
"INTS12",-0.134466666666661,9.66279666666667,-1.70219725812946,0.116578508858316,0.188466921531118,-6.44058295755287
"SLC26A8",-0.116156666666664,5.35104833333333,-1.7017289078651,0.116668356365237,0.188595985218682,-6.44127057093071
"KCNQ3",-0.173766666666667,7.05405666666667,-1.70163987794324,0.116685442714332,0.188602195561936,-6.44140126863432
"AKR7A2P1",-0.155146666666664,7.26255333333333,-1.70155948230517,0.116700873920757,0.188602195561936,-6.44151928760108
"ZPLD1",-0.127143333333333,6.02940833333333,-1.70155236587326,0.116702239942593,0.188602195561936,-6.44152973420404
"LRRN1",-0.157963333333333,4.448025,-1.7014066925027,0.116730205553395,0.188621093886982,-6.44174357056555
"DHRS7C",-0.166700000000001,6.3707,-1.70138711917526,0.116733963594917,0.188621093886982,-6.44177230176218
"BMP2K",-0.180793333333334,8.82300333333333,-1.70118249668224,0.116773257200569,0.188668398911858,-6.44207265041457
"JAKMIP1",-0.151186666666667,6.43144,-1.70104096651899,0.116800442120344,0.188696133718868,-6.4422803786244
"HAND1",-0.165533333333333,7.00751,-1.70044540101598,0.11691489953959,0.18886484414861,-6.44315439777658
"ZC2HC1C",0.115133333333336,6.43146666666667,1.7003540792185,0.116932458878229,0.188877009477921,-6.4432884007829
"ITGB1",-0.121066666666664,10.9012333333333,-1.7001104137162,0.116979322375113,0.188927771999255,-6.44364592799137
"CEPT1",0.142866666666665,10.5253333333333,1.70008636751818,0.116983948022476,0.188927771999255,-6.44368120903767
"SNORD15B",-0.124446666666666,9.58303666666667,-1.70002236765582,0.116996260154028,0.188928718686177,-6.44377510944878
"C15orf41",-0.120033333333334,11.2992166666667,-1.69997903661846,0.11700459672696,0.188928718686177,-6.4438386834454
"PROX1",0.221883333333333,7.43708833333333,1.69972413447153,0.117053648776352,0.188991720621844,-6.44421264901412
"EGFLAM",-0.154413333333333,6.80317333333333,-1.69920230781755,0.117154123733956,0.189137730705068,-6.44497811566756
"CSGALNACT1",-0.167610000000002,7.35570166666667,-1.69877399663368,0.11723665037889,0.189254741856176,-6.44560630175807
"C7orf69",-0.179803333333332,5.091785,-1.69834533539762,0.117319296489054,0.189371925786326,-6.44623490835352
"GADD45G",-0.166503333333333,7.12305833333333,-1.69817976885725,0.117351231741199,0.189407241290063,-6.44647767709877
"IFNA13",-0.166486666666668,5.08169333333333,-1.69796599122365,0.117392477666605,0.189457577067082,-6.44679111682106
"IL27",-0.136573333333334,7.76659333333333,-1.69779169161688,0.117426116349409,0.189495628080265,-6.44704665693453
"OR13J1",-0.195423333333335,6.65282833333333,-1.69771551548769,0.117440820548228,0.189503119791409,-6.44715833369204
"ZNF845",0.171473333333333,8.76150666666667,1.69739656066468,0.117502405934014,0.189586251465881,-6.44762590024328
"CACNB4",0.160026666666666,6.09045666666667,1.6972313271936,0.117534321381156,0.189621501532696,-6.44786810126222
"TREML1",-0.127556666666666,7.02836166666667,-1.69666046632699,0.117644644852354,0.189783232646615,-6.44870476889851
"GALNT1",0.169499999999998,9.94179333333333,1.69585877891546,0.117799733612579,0.190017144814946,-6.44987946273195
"WNT7B",-0.128350000000001,7.09428166666667,-1.69564644360834,0.117840841076829,0.190067174860067,-6.45019053811055
"RPH3A",-0.174456666666668,6.38893166666667,-1.69520398308714,0.117926541249572,0.190189114394112,-6.45083867794741
"KCNJ4",-0.119450000000001,7.62471833333333,-1.69494239726578,0.117977233985478,0.190254578720994,-6.45122181612612
"ARVCF",-0.141566666666667,7.85432333333333,-1.69457653614963,0.118048166885745,0.190352669103264,-6.45175762545087
"CAMSAP3",-0.144783333333333,7.81987166666667,-1.6944969815796,0.118063595911562,0.190361250355137,-6.45187412536786
"BEAN1",-0.158013333333332,7.72835333333333,-1.69441000475127,0.118080466490863,0.1903721542449,-6.45200149078178
"C12orf66",-0.14066,8.72966666666667,-1.69354241523714,0.118248867556274,0.190627336433696,-6.45327174409926
"PDSS2",0.193259999999999,7.83630666666667,1.6931069982374,0.118333463767464,0.190747385877817,-6.45390910177053
"MRVI1",-0.141193333333333,6.67462333333333,-1.69280303969395,0.118392551229089,0.19082629951636,-6.45435397515917
"TOMM34",-0.112966666666667,12.65665,-1.69225144196497,0.118499845334512,0.190982892951412,-6.45516117298465
"CASP14",-0.193176666666667,5.10401166666667,-1.692138498096,0.118521825330442,0.191001972984815,-6.45532643384437
"LPCAT2",-0.170499999999995,12.0975833333333,-1.69192217753776,0.118563933615831,0.191053484404565,-6.45564293862691
"CYP26C1",-0.134063333333333,7.942205,-1.6915246955693,0.118641341032457,0.191161863034074,-6.45622444375241
"CDHR2",-0.133106666666666,6.81273666666667,-1.69113542755941,0.118717192546049,0.19126771637402,-6.45679385412433
"SALL4",-0.158423333333333,7.39609833333333,-1.69082827888521,0.118777073098229,0.191347822661196,-6.45724308815752
"RHOC",0.119800000000003,12.0936333333333,1.69043155108011,0.118854457558138,0.191456111328256,-6.45782326902507
"DPEP2",-0.123253333333333,6.85537,-1.68992604115013,0.118953125904281,0.191598663583445,-6.45856241833293
"B3GALT6",-0.130676666666666,9.22507833333333,-1.68964715326405,0.119007592134179,0.191670000876957,-6.45897014840321
"FRMD7",-0.1434,5.42862333333333,-1.68957266343492,0.119022143609813,0.19167704598095,-6.45907904474828
"ASCL4",-0.131703333333332,5.88503833333333,-1.68928148376775,0.119079040352546,0.191752278214761,-6.45950469183635
"RAB11FIP3",-0.125603333333332,8.86262166666667,-1.68892867844967,0.119148011313898,0.191846938966055,-6.46002036548519
"SCN5A",-0.220333333333333,6.53916,-1.68886912083518,0.119159657924956,0.191849290251208,-6.46010741089011
"C12orf74",-0.160333333333332,5.35712666666667,-1.68854249030861,0.119223549242712,0.191935748904798,-6.46058475991712
"CETN1",-0.139850000000001,5.326175,-1.68845951789474,0.119239784120581,0.191936602397837,-6.46070600996773
"PTK2B",0.127356666666669,7.37881166666667,1.68841624336985,0.119248252255062,0.191936602397837,-6.4607692469206
"UXT",-0.115266666666665,12.2687,-1.68838026257071,0.119255293532223,0.191936602397837,-6.46082182484268
"MFAP4",-0.139403333333332,5.84629166666667,-1.68830543444511,0.119269938240642,0.191936602397837,-6.46093116736123
"PAH",-0.131863333333333,6.01770166666667,-1.68827939812678,0.119275034218131,0.191936602397837,-6.46096921223313
"LOC105369183",-0.12222,8.18434,-1.68796761843085,0.119336072619498,0.192018418771091,-6.46142476506072
"OR10H3",-0.12233,5.473555,-1.68754481370656,0.119418891366409,0.192128605294156,-6.46204246133988
"CNIH1",-0.123699999999998,10.9233166666667,-1.68751387353306,0.119424953922623,0.192128605294156,-6.46208765977956
"CIPC",0.155900000000001,9.33560666666667,1.68732846441064,0.119461289569164,0.192170646373901,-6.46235850137488
"PDILT",-0.135273333333334,5.28397666666667,-1.68653766663554,0.119616377310427,0.192393233927465,-6.46351348419656
"ST8SIA3",0.172393333333335,5.02652333333333,1.68648151612578,0.119627396123581,0.192393233927465,-6.46359548146829
"OR12D2",0.153996666666666,4.850025,1.68646207152299,0.119631212087049,0.192393233927465,-6.46362387628217
"ADAMTS19",-0.127996666666666,5.88357833333333,-1.68641464392999,0.119640520110358,0.192393233927465,-6.46369313364474
"LHFPL1",-0.133989999999998,5.45944166666667,-1.68618927207901,0.119684759865742,0.192447943935063,-6.46402222296358
"SLC16A14",-0.124666666666667,6.07821333333333,-1.68613630983014,0.11969515829836,0.192448233856182,-6.46409955498446
"CIDEB",-0.148889999999998,6.69667833333333,-1.6859576456315,0.119730242579283,0.192477946319361,-6.46436041820646
"FBXW11",-0.128699999999997,10.6346833333333,-1.68592371159892,0.119736907240032,0.192477946319361,-6.46440996261101
"C18orf65",0.160253333333332,7.73578,1.68585771054278,0.119749870827541,0.192477946319361,-6.46450632386
"FRG1",0.133263333333339,10.111435,1.68583405671529,0.119754517095161,0.192477946319361,-6.46454085780055
"GGNBP1",-0.160329999999999,7.346735,-1.68574916174112,0.119771194146096,0.192483238080809,-6.46466479978077
"TRIM33",-0.113733333333336,11.5098,-1.68571324965601,0.119778249458802,0.192483238080809,-6.46471722833433
"ARPC2",-0.114133333333333,13.1646333333333,-1.68560650205413,0.119799223353552,0.192497113847518,-6.46487306674915
"LINC00982",-0.17218,7.9768,-1.68556527025503,0.119807325502846,0.192497113847518,-6.46493325856069
"FAM183BP",-0.238919999999999,7.27111,-1.68535417758405,0.119848813383516,0.192546647204213,-6.4652414063609
"PNPO",0.119300000000001,11.07865,1.68530438698134,0.11985860103123,0.192546647204213,-6.46531408611235
"BCAP31",-0.126766666666663,11.4513833333333,-1.68521282473991,0.11987660184967,0.192559140233407,-6.46544773695458
"ZMYND8",0.117333333333336,11.4361,1.68472925382014,0.119971710200968,0.192695479270427,-6.46615352069005
"LPO",-0.192713333333331,6.62521666666667,-1.68451225538622,0.120014411148633,0.192747626807654,-6.46647019634735
"CTNNA1",0.113799999999998,11.9842333333333,1.68404322766542,0.120106752713151,0.192875949668645,-6.4671545873436
"RAB3IP",0.137283333333334,8.40146166666667,1.68400240347475,0.120114793122201,0.192875949668645,-6.46721415142851
"TUBB2A",0.127966666666667,9.53233,1.683674546,0.120179382734781,0.192963213506127,-6.46769247727863
"BICRA",-0.146520000000001,8.21954666666667,-1.68361455909975,0.120191203813493,0.192965743127042,-6.46777998887127
"HESX1",0.148840000000002,5.24224,1.6833960189861,0.120234278314301,0.193010035315856,-6.46809878942903
"PMCHL1",-0.13568,4.27326333333333,-1.68337060825676,0.120239287690397,0.193010035315856,-6.4681358563418
"DIRC1",-0.136016666666666,5.35476166666667,-1.68297607199136,0.120317088964893,0.193118463743378,-6.4687113282781
"LCE2D",-0.232563333333333,6.565075,-1.68284626592152,0.120342696110061,0.193132765792399,-6.46890064639441
"OR11L1",-0.12378,6.63415333333333,-1.68282694297943,0.120346508407115,0.193132765792399,-6.46892882756534
"NOSIP",-0.156826666666664,9.19314,-1.68263367034503,0.12038464582655,0.193177508690232,-6.4692106917564
"ARHGAP45",-0.138416666666666,7.57041166666667,-1.68250934057526,0.120409184825019,0.193200424858954,-6.46939200118923
"IZUMO1",-0.16535,6.21148166666667,-1.68226946923356,0.120456540890813,0.193259944725919,-6.46974178185356
"LDHAL6B",-0.142776666666665,6.151015,-1.68199416551755,0.120510912571227,0.193325972667294,-6.47014319364145
"OTUD6A",-0.151463333333332,7.19273833333333,-1.6819571496862,0.12051822475771,0.193325972667294,-6.47019716230624
"FZD9",-0.147506666666665,8.40306,-1.68143868541023,0.120620684860273,0.193472201591622,-6.47095300342118
"SETD7",-0.132263333333333,10.0747683333333,-1.68139193314418,0.120629927964873,0.193472201591622,-6.47102115424234
"TTTY10",-0.114503333333333,4.45442833333333,-1.68123232856223,0.12066148716593,0.193506339346314,-6.47125380152721
"LOC102724194",-0.161746666666665,7.49165666666667,-1.68107327705942,0.120692944323212,0.193540307652905,-6.47148562959616
"CXCL13",-0.120533333333333,4.46848,-1.68061798162197,0.12078303291636,0.193668282134065,-6.47214918088476
"LEXM",-0.1439,5.72103,-1.68050290760213,0.120805811914865,0.193688317153704,-6.47231687383075
"CCDC66",-0.120046666666664,8.64052,-1.68036970488843,0.120832184282855,0.193714109532116,-6.47251097652335
"KRT1",-0.12219,6.37115166666667,-1.68029504060248,0.120846969062931,0.193721322268383,-6.47261977316122
"SNORD13P3",0.152966666666668,13.2268833333333,1.6801338325173,0.120878896462456,0.193756011572246,-6.47285466682432
"FLII",0.119733333333333,10.6083,1.68006730976074,0.12089207354159,0.193760642760812,-6.47295159214859
"AMPH",-0.151550000000001,6.019115,-1.67983073171452,0.120938946183973,0.193817041020981,-6.47329627385083
"GXYLT1",0.166126666666667,9.24826,1.67971159216873,0.120962557146112,0.193817041020981,-6.47346984296709
"SPAG1",-0.140386666666666,8.27019333333333,-1.67968013824098,0.120968791340786,0.193817041020981,-6.47351566557976
"FOLR3",-0.149736666666665,7.089475,-1.67965449164405,0.120973874729484,0.193817041020981,-6.47355302759816
"GP2",-0.156109999999999,6.20331166666667,-1.67963006824592,0.120978715845951,0.193817041020981,-6.47358860734325
"CXCR3",-0.178083333333332,7.20168166666667,-1.67926709256681,0.121050683898397,0.193915844224072,-6.47411735024684
"LRRN4CL",-0.133526666666665,7.12082666666667,-1.67884801169568,0.121133823491352,0.19403252522845,-6.47472773664842
"MIER3",-0.127666666666665,10.1700666666667,-1.678241763099,0.121254184461327,0.19420880263157,-6.47561057060911
"PRKCZ",0.113996666666667,9.11294166666667,1.67810530315344,0.121281291083559,0.194235700362904,-6.47580926079827
"GON4L",0.134790000000001,9.854665,1.67793468330843,0.12131519087495,0.194273472063499,-6.47605767543095
"CST8",-0.137106666666664,5.801,-1.67728574365313,0.121444203256085,0.194461414771639,-6.47700236460516
"CTTNBP2NL",0.115399999999999,10.2361666666667,1.67724049822753,0.121453202822491,0.194461414771639,-6.47706822220729
"FAM86JP",-0.13259,8.904885,-1.67703099924287,0.121494881074922,0.194511610860684,-6.47737314757762
"SMG1",-0.113933333333334,10.9696666666667,-1.67600002768516,0.121700170725075,0.194823715719173,-6.47887339481803
"ANKRD33",-0.174230000000001,6.74365833333333,-1.67544061909518,0.121811690762166,0.194985669200633,-6.47968720434138
"HOXD8",0.12172,8.14459333333333,1.67515816003084,0.121868034507769,0.195059281203307,-6.4800980552477
"ATG16L2",0.127300000000001,7.76157,1.67347642999304,0.122203979384864,0.195580366054939,-6.48254336249138
"DCX",-0.117276666666666,6.046805,-1.67341647762204,0.12221597075764,0.195582937653955,-6.48263050879733
"LEO1",-0.225073333333333,9.64743666666667,-1.67332721050808,0.122233827458533,0.195594894337639,-6.48276026334222
"MROH5",-0.153113333333334,6.82690666666667,-1.673249873451,0.122249299586796,0.195603033592533,-6.48287267357495
"RBFOX2",0.1211,10.32675,1.67278008938668,0.12234332250096,0.195736844714839,-6.48355544318053
"CUX2",-0.112849999999999,7.14982833333333,-1.67221739846806,0.122456024538802,0.195900515260665,-6.48437309033701
"BCOR",0.117099999999997,10.3888166666667,1.67164773914814,0.122570216363152,0.196050678954681,-6.48520069622657
"LCE4A",-0.159256666666666,7.22632833333333,-1.67164527957994,0.122570709604511,0.196050678954681,-6.48520426914354
"SIRPB2",-0.143836666666667,6.231745,-1.67114793802783,0.122670482670877,0.196180841064929,-6.48592667302943
"BRD9",-0.141526666666664,9.70611,-1.67111089834601,0.122677916193671,0.196180841064929,-6.4859804691749
"SCN2B",-0.17263,6.87565166666667,-1.67108389494933,0.122683335779055,0.196180841064929,-6.48601968824967
"SLC45A2",-0.179113333333333,6.18678,-1.67084456633246,0.122731378373475,0.196241003505054,-6.48636726676996
"SPACA7",-0.18045,4.70236166666667,-1.6704971977383,0.122801138577067,0.196324405036656,-6.48687169960964
"RNASE3",-0.147526666666667,7.39881,-1.67048102898657,0.122804386521017,0.196324405036656,-6.48689517760943
"UCMA",-0.166423333333332,6.39136833333333,-1.66964772246417,0.122971882803289,0.19657549148847,-6.48810500512997
"UNC5CL",0.111386666666666,6.90630666666667,1.66896613249067,0.123109034760739,0.196778032817088,-6.48909429652017
"CYYR1",-0.152520000000001,5.99326,-1.66888711251192,0.123124944236838,0.19678676169014,-6.48920897418435
"CYP4F3",0.130046666666669,6.20446333333333,1.66881289389518,0.123139888696175,0.196787226544955,-6.48931668092253
"PACSIN3",-0.121133333333328,10.2955333333333,-1.66877072085763,0.123148381263171,0.196787226544955,-6.48937788154679
"TRIM7",-0.12964,7.02999333333333,-1.66873000634833,0.12315658061407,0.196787226544955,-6.48943696470887
"DES",0.138150000000002,7.931265,1.66852568602715,0.12319773529042,0.19683628660161,-6.48973345265068
"PACSIN1",-0.139180000000002,7.62104,-1.66831135514088,0.123240919457836,0.19688858063185,-6.49004444354544
"CEBPD",-0.10956,9.0775,-1.66804098602806,0.123295413606112,0.196958932981977,-6.49043671100615
"NUDT10",-0.12719,7.96158166666667,-1.66760828166046,0.123382671752909,0.19708160798866,-6.49106442494515
"BACH2",-0.128386666666665,6.99935333333333,-1.66718289448381,0.123468507837665,0.197201990893367,-6.49168142908501
"LINC00467",0.128366666666668,8.94284,1.66658562521764,0.123589116460446,0.197377886832531,-6.49254758122288
"TSNAXIP1",0.134106666666666,6.88072333333333,1.66622149064754,0.123662698766486,0.197478655974902,-6.4930755533351
"BPGM",-0.118696666666667,9.10713833333333,-1.66613633338557,0.123679912492665,0.197482074923641,-6.49319901602165
"CYB5R4",0.156306666666664,9.58879,1.66606485762063,0.123694362278745,0.197482074923641,-6.4933026400874
"HCAR3",-0.203126666666666,5.32135,-1.66604178202546,0.123699027640656,0.197482074923641,-6.49333609403342
"JAM3",0.117233333333337,10.5297166666667,1.66600343270042,0.123706781350171,0.197482074923641,-6.49339169052335
"PDCD7",-0.111463333333335,9.33594166666667,-1.66585753100011,0.123736284627939,0.197512431958862,-6.49360320282292
"SARNP",0.114846666666667,8.92229666666667,1.66561240517502,0.123785866430069,0.197574831215586,-6.49395853442164
"TRAPPC8",0.160933333333336,8.81167,1.66369103256337,0.124175115924853,0.198163973248248,-6.49674264927749
"CCDC42",-0.134119999999998,6.36794,-1.6636689625338,0.124179593386051,0.198163973248248,-6.49677461809149
"ARMT1",-0.139140000000001,9.20901666666667,-1.66363470167543,0.124186544347938,0.198163973248248,-6.49682424502513
"PINLYP",-0.124679999999997,6.63047666666667,-1.66356978509913,0.124199715796159,0.198168201228808,-6.49691827515786
"SLC7A4",-0.158986666666665,6.98831666666667,-1.6633362145319,0.12424711707931,0.198227039650294,-6.49725657843053
"DYRK4",0.127383333333333,6.83974166666667,1.6627424508052,0.124367689044003,0.19840259659959,-6.49811645671031
"PHACTR4",0.119600000000004,11.9716,1.66156981997185,0.124606113309838,0.198766116547597,-6.49981409917585
"KRTAP19-5",-0.176713333333335,7.10817333333333,-1.66099072156493,0.12472400769731,0.198937327318016,-6.50065220702214
"RNF183",-0.156769999999998,6.84316833333333,-1.66091809639047,0.124738799909642,0.19894407295268,-6.50075730238962
"SASH3",-0.147129999999999,7.22436166666667,-1.66084342384132,0.124754010752989,0.198951485056884,-6.50086535762096
"IFNAR2",0.194363333333335,8.217615,1.66043160010079,0.124837929086641,0.199068457913622,-6.50146123650527
"KCNV1",-0.15925,6.90923166666667,-1.65998757451947,0.124928465410884,0.199195963219487,-6.50210360964756
"FOXJ2",-0.130420000000001,9.54956,-1.65925819150093,0.125077312315221,0.199412020882633,-6.50315858615948
"LYPD5",-0.160026666666664,7.71382666666667,-1.65921983255957,0.12508514466961,0.199412020882633,-6.50321406065634
"OR7G3",-0.221683333333334,5.87939166666667,-1.65886024699104,0.125158588137542,0.19951221743398,-6.50373405389948
"MMRN1",-0.121746666666666,5.22909666666667,-1.65879466729116,0.125171986573328,0.199516688822111,-6.50382888076829
"SLC17A6",-0.143143333333335,4.92425166666667,-1.65859737384151,0.125212302814618,0.199564061200855,-6.50411414936013
"EBLN2",0.179220000000001,6.72468333333333,1.65836483746059,0.125259835624161,0.19962292639579,-6.50445034986183
"ABCG8",-0.168693333333333,6.54805,-1.65812346191932,0.125309192185776,0.199684687843888,-6.50479930000736
"BEX5",-0.199770000000004,5.720745,-1.65804913932725,0.125324393172259,0.199692015313565,-6.50490674003237
"KIF7",0.125076666666667,8.289925,1.65797912736191,0.125338714015372,0.199697939240802,-6.50500794600667
"ATP8B3",0.134526666666666,7.51053666666667,1.65781237596854,0.125372828612639,0.199729451512963,-6.50524898355182
"CALML3",-0.171306666666667,7.30435666666667,-1.65777878445603,0.125379701881584,0.199729451512963,-6.50529753799681
"SNX31",-0.175773333333333,5.41906666666667,-1.65755674748042,0.125425142001439,0.199784939483685,-6.50561846376476
"SLC11A1",-0.131236666666665,6.65377833333333,-1.65674887937421,0.125590596458651,0.200018249394884,-6.50678591442372
"KCNQ1DN",-0.13315,7.89287166666667,-1.6567378616357,0.125592854271206,0.200018249394884,-6.50680183379558
"TAS2R3",0.159549999999999,7.171295,1.65649678270832,0.125642266440335,0.200080024193562,-6.50715014931133
"IGF2BP2-AS1",-0.219529999999999,5.08074166666667,-1.65635778566761,0.125670763476124,0.20010848489257,-6.5073509610615
"CA8",-0.138916666666669,5.091005,-1.65584899624653,0.125775123893542,0.200243548876387,-6.50808593253995
"OR10D1P",-0.122543333333333,6.952275,-1.65584058659856,0.12577684948538,0.200243548876387,-6.50809807954957
"DNAJC10",-0.178753333333331,10.01505,-1.6555653253409,0.125833342466559,0.200316555829192,-6.50849565012555
"SLC37A2",-0.11595,8.592255,-1.65504598201643,0.125939990691532,0.200469386805638,-6.50924564948473
"BLMH",-0.128466666666666,10.7889666666667,-1.65489286127871,0.125971449650512,0.200502516920286,-6.50946674868783
"SLAMF1",-0.139083333333335,5.55291166666667,-1.65460513618299,0.126030582194377,0.20057968438811,-6.50988217694629
"CALCB",-0.205216666666666,6.12975166666667,-1.6542483431791,0.126103943591546,0.200665020243068,-6.51039726754212
"LRRC45",-0.127576666666665,8.03258166666667,-1.65424072586315,0.126105510226025,0.200665020243068,-6.51040826368606
"AJM1",0.123683333333332,8.12461833333333,1.65373648716594,0.126209254141903,0.20081313614164,-6.51113610062099
"PDLIM2",-0.156763333333332,8.47575166666667,-1.65333580935883,0.126291745014751,0.200927413888142,-6.51171435845867
"SOX18",-0.142840000000001,9.02650666666667,-1.6532171974239,0.126316173809236,0.200949304630725,-6.51188552287343
"PLD6",-0.118919999999999,8.57987,-1.65300703728564,0.126359467758747,0.201001200656102,-6.51218877885322
"FAM221B",-0.120233333333332,6.07837333333333,-1.65285266657683,0.126391277211107,0.20103482096056,-6.51241151721683
"RGS12",-0.119773333333331,7.66671333333333,-1.65271814797226,0.126419001749895,0.201061938773646,-6.51260560114388
"ZPBP2",-0.170166666666665,4.19305666666667,-1.65231681221003,0.126501749850569,0.201172872664686,-6.5131845931571
"ZNF582",0.120270000000001,8.14601833333333,1.65227625396625,0.126510114890121,0.201172872664686,-6.51324310028682
"TMPRSS6",-0.143859999999999,7.02857666666667,-1.65162765640684,0.126643953201514,0.201368696884534,-6.51417861421786
"LRRC26",-0.131099999999998,8.81962666666667,-1.65122754669972,0.126726578543377,0.201483064349651,-6.51475560749763
"PATE2",0.188743333333335,5.448965,1.65099406542396,0.126774816067171,0.201542743800886,-6.51509226894182
"SPDYE3",0.218323333333332,5.258445,1.65091080720243,0.12679202125567,0.201553083079785,-6.51521231372177
"ADAM29",-0.172,4.76112333333333,-1.65080473472633,0.126813943973863,0.201570919132732,-6.51536524763688
"SUN1",0.130446666666669,9.83012333333333,1.65063679003798,0.126848661111954,0.20160648558913,-6.51560737595584
"GTF2B",0.120003333333331,10.1281316666667,1.65059293256657,0.126857728614038,0.20160648558913,-6.51567060346328
"OR52E8",-0.159536666666666,5.23466833333333,-1.65007705179138,0.126964429733495,0.201759033884632,-6.51641425126029
"HEXB",0.132933333333339,11.2516666666667,1.6497815699456,0.127025580916665,0.20183917919383,-6.51684012827074
"KAT6A",-0.122599999999997,10.6275333333333,-1.64960776267032,0.127061563236301,0.20187932191602,-6.51709061457744
"TPD52L3",-0.150219999999999,4.97128333333333,-1.64923988923485,0.127137751743798,0.201983333306006,-6.51762073109178
"TAOK2",0.136066666666666,10.3583,1.64863149379162,0.127263842438284,0.202166599905756,-6.51849728995195
"BCL6B",-0.197849999999999,7.10088833333333,-1.64809846044997,0.127374405282224,0.202325170708055,-6.51926510835521
"TTC6",0.15015,4.544655,1.64792288122201,0.127410842902693,0.202360248441368,-6.51951799200929
"MIR646HG",0.191619999999999,6.58490333333333,1.64788850798409,0.127417977395465,0.202360248441368,-6.51956749726596
"SPINK2",0.149523333333332,4.379725,1.64701015423812,0.127600408169261,0.202632891016852,-6.52083231363929
"ZNF222",0.126976666666667,7.48947833333333,1.64690408646421,0.127622453694298,0.202650812990339,-6.52098502201742
"VMO1",-0.167789999999999,6.71217166666667,-1.64674511431017,0.127655501381089,0.202686200725968,-6.5212138869718
"TSTA3",0.129900000000001,10.4247166666667,1.64635070062047,0.127737526205034,0.202799339841997,-6.52178164854367
"ZBTB12",-0.114003333333331,8.24449833333333,-1.64629410471896,0.127749300083366,0.202800937101324,-6.52186311202122
"LRTM2",-0.120559999999999,7.51769333333333,-1.64606417772377,0.127797142625579,0.202845717382416,-6.52219404878698
"NBN",-0.118066666666667,11.0628,-1.64605501907173,0.127799048659857,0.202845717382416,-6.52220723036775
"ANGPT2",-0.119056666666669,6.02253166666667,-1.64586561059525,0.127838472664136,0.202891193575153,-6.52247982635942
"CAV3",-0.150866666666666,6.88612,-1.64536997589005,0.127941686404287,0.203037893641586,-6.52319305201864
"C1orf229",-0.133803333333333,7.632025,-1.6450224696195,0.128014097044808,0.203135689926861,-6.52369304097702
"OR10W1",-0.114073333333333,5.57865,-1.64481583527792,0.128057171093034,0.203174452675474,-6.52399031427267
"CCL21",-0.14157,7.05835166666667,-1.64478412793428,0.128063781796002,0.203174452675474,-6.52403592785354
"HPD",0.157473333333335,6.18246666666667,1.64475004622128,0.128070887871043,0.203174452675474,-6.52408495656204
"CLEC16A",0.111733333333337,10.4065333333333,1.6434275229713,0.128346905144899,0.203595183315003,-6.52598701402133
"GPATCH1",-0.154156666666667,8.78525166666667,-1.64294993600398,0.128446709275584,0.203736341796897,-6.52667365291435
"CASP12",-0.116016666666665,5.118345,-1.64244315915601,0.128552688487179,0.203887270313056,-6.52740212626796
